,Steps,ACC,method
2837,3340,0.74,final
2838,3340,0.68,final
2839,3340,0.77,final
2840,3360,0.82,final
2841,3360,0.77,final
2842,3360,0.74,final
2843,3360,0.68,final
2844,3360,0.77,final
2845,3380,0.82,final
2846,3380,0.77,final
2847,3380,0.74,final
2848,3380,0.68,final
2849,3380,0.77,final
2850,3400,0.82,final
2851,3400,0.77,final
2852,3400,0.74,final
2853,3400,0.68,final
2854,3400,0.77,final
2855,3420,0.82,final
2856,3420,0.77,final
2857,3420,0.74,final
2858,3420,0.68,final
2859,3420,0.77,final
2860,3440,0.82,final
2861,3440,0.77,final
2862,3440,0.74,final
2863,3440,0.68,final
2864,3440,0.77,final
2865,3460,0.82,final
2866,3460,0.77,final
2867,3460,0.74,final
2868,3460,0.68,final
2869,3460,0.77,final
2870,3480,0.82,final
2871,3480,0.77,final
2872,3480,0.74,final
2873,3480,0.68,final
2874,3480,0.77,final
2875,3500,0.82,final
2876,3500,0.77,final
2877,3500,0.74,final
2878,3500,0.68,final
2879,3500,0.77,final
2880,3520,0.82,final
2881,3520,0.77,final
2882,3520,0.74,final
2883,3520,0.68,final
2884,3520,0.77,final
2885,3540,0.82,final
2886,3540,0.77,final
2887,3540,0.74,final
2888,3540,0.68,final
2889,3540,0.77,final
2890,3560,0.82,final
2891,3560,0.77,final
2892,3560,0.74,final
2893,3560,0.68,final
2894,3560,0.77,final
2895,3580,0.82,final
2896,3580,0.77,final
2897,3580,0.74,final
2898,3580,0.68,final
2899,3580,0.77,final
2900,3600,0.82,final
2901,3600,0.77,final
2902,3600,0.74,final
2903,3600,0.68,final
2904,3600,0.77,final
2905,3620,0.82,final
2906,3620,0.77,final
2907,3620,0.74,final
2908,3620,0.68,final
2909,3620,0.77,final
2910,3640,0.82,final
2911,3640,0.77,final
2912,3640,0.74,final
2913,3640,0.68,final
2914,3640,0.77,final
2915,3660,0.82,final
2916,3660,0.77,final
2917,3660,0.74,final
2918,3660,0.68,final
2919,3660,0.77,final
2920,3680,0.82,final
2921,3680,0.77,final
2922,3680,0.74,final
2923,3680,0.68,final
2924,3680,0.77,final
2925,3700,0.82,final
2926,3700,0.77,final
2927,3700,0.74,final
2928,3700,0.68,final
2929,3700,0.77,final
2930,3720,0.82,final
2931,3720,0.77,final
2932,3720,0.74,final
2933,3720,0.68,final
2934,3720,0.77,final
2935,3740,0.82,final
2936,3740,0.77,final
2937,3740,0.74,final
2938,3740,0.68,final
2939,3740,0.77,final
2940,3760,0.82,final
2941,3760,0.77,final
2942,3760,0.74,final
2943,3760,0.68,final
2944,3760,0.77,final
2945,3780,0.82,final
2946,3780,0.77,final
2947,3780,0.74,final
2948,3780,0.68,final
2949,3780,0.77,final
2950,3800,0.82,final
2951,3800,0.77,final
2952,3800,0.74,final
2953,3800,0.68,final
2954,3800,0.77,final
2955,3820,0.82,final
2956,3820,0.77,final
2957,3820,0.74,final
2958,3820,0.68,final
2959,3820,0.77,final
2960,3840,0.82,final
2961,3840,0.77,final
2962,3840,0.74,final
2963,3840,0.68,final
2964,3840,0.77,final
2965,3860,0.82,final
2966,3860,0.77,final
2967,3860,0.74,final
2968,3860,0.68,final
2969,3860,0.77,final
2970,3880,0.82,final
2971,3880,0.77,final
2972,3880,0.74,final
2973,3880,0.68,final
2974,3880,0.77,final
2975,3900,0.82,final
2976,3900,0.77,final
2977,3900,0.74,final
2978,3900,0.68,final
2979,3900,0.77,final
2980,3920,0.82,final
2981,3920,0.77,final
2982,3920,0.74,final
2983,3920,0.68,final
2984,3920,0.77,final
2985,3940,0.82,final
2986,3940,0.77,final
2987,3940,0.74,final
2988,3940,0.68,final
2989,3940,0.77,final
2990,3960,0.82,final
2991,3960,0.77,final
2992,3960,0.74,final
2993,3960,0.68,final
2994,3960,0.77,final
2995,3980,0.82,final
2996,3980,0.77,final
2997,3980,0.74,final
2998,3980,0.68,final
2999,3980,0.77,final
3000,4000,0.84,final
3001,4000,0.79,final
3002,4000,0.8,final
3003,4000,0.71,final
3004,4000,0.77,final
3005,4020,0.84,final
3006,4020,0.84,final
3007,4020,0.82,final
3008,4020,0.76,final
3009,4020,0.84,final
3010,4040,0.84,final
3011,4040,0.78,final
3012,4040,0.72,final
3013,4040,0.71,final
3014,4040,0.83,final
3015,4060,0.81,final
3016,4060,0.8,final
3017,4060,0.79,final
3018,4060,0.7,final
3019,4060,0.82,final
3020,4080,0.82,final
3021,4080,0.8,final
3022,4080,0.83,final
3023,4080,0.79,final
3024,4080,0.82,final
3025,4100,0.79,final
3026,4100,0.84,final
3027,4100,0.73,final
3028,4100,0.76,final
3029,4100,0.82,final
3030,4120,0.81,final
3031,4120,0.77,final
3032,4120,0.83,final
3033,4120,0.68,final
3034,4120,0.78,final
3035,4140,0.8,final
3036,4140,0.82,final
3037,4140,0.82,final
3038,4140,0.8,final
3039,4140,0.74,final
3040,4160,0.82,final
3041,4160,0.8,final
3042,4160,0.81,final
3043,4160,0.74,final
3044,4160,0.8,final
3045,4180,0.83,final
3046,4180,0.84,final
3047,4180,0.82,final
3048,4180,0.68,final
3049,4180,0.84,final
3050,4200,0.81,final
3051,4200,0.81,final
3052,4200,0.81,final
3053,4200,0.78,final
3054,4200,0.83,final
3055,4220,0.81,final
3056,4220,0.75,final
3057,4220,0.79,final
3058,4220,0.73,final
3059,4220,0.77,final
3060,4240,0.82,final
3061,4240,0.83,final
3062,4240,0.78,final
3063,4240,0.79,final
3064,4240,0.83,final
3065,4260,0.81,final
3066,4260,0.82,final
3067,4260,0.8,final
3068,4260,0.75,final
3069,4260,0.75,final
3070,4280,0.78,final
3071,4280,0.79,final
3072,4280,0.81,final
3073,4280,0.75,final
3074,4280,0.79,final
3075,4300,0.84,final
3076,4300,0.76,final
3077,4300,0.78,final
3078,4300,0.8,final
3079,4300,0.8,final
3080,4320,0.81,final
3081,4320,0.83,final
3082,4320,0.81,final
3083,4320,0.75,final
3084,4320,0.81,final
3085,4340,0.79,final
3086,4340,0.83,final
3087,4340,0.81,final
3088,4340,0.66,final
3089,4340,0.83,final
3090,4360,0.8,final
3091,4360,0.81,final
3092,4360,0.82,final
3093,4360,0.71,final
3094,4360,0.82,final
3095,4380,0.84,final
3096,4380,0.83,final
3097,4380,0.79,final
3098,4380,0.75,final
3099,4380,0.77,final
3100,4400,0.8,final
3101,4400,0.78,final
3102,4400,0.83,final
3103,4400,0.79,final
3104,4400,0.83,final
3105,4420,0.79,final
3106,4420,0.84,final
3107,4420,0.83,final
3108,4420,0.65,final
3109,4420,0.77,final
3110,4440,0.82,final
3111,4440,0.83,final
3112,4440,0.76,final
3113,4440,0.8,final
3114,4440,0.77,final
3115,4460,0.77,final
3116,4460,0.84,final
3117,4460,0.8,final
3118,4460,0.72,final
3119,4460,0.83,final
3120,4480,0.84,final
3121,4480,0.78,final
3122,4480,0.83,final
3123,4480,0.76,final
3124,4480,0.8,final
3125,4500,0.82,final
3126,4500,0.79,final
3127,4500,0.75,final
3128,4500,0.75,final
3129,4500,0.82,final
3130,4520,0.83,final
3131,4520,0.79,final
3132,4520,0.81,final
3133,4520,0.73,final
3134,4520,0.82,final
3135,4540,0.81,final
3136,4540,0.78,final
3137,4540,0.73,final
3138,4540,0.76,final
3139,4540,0.76,final
3140,4560,0.83,final
3141,4560,0.79,final
3142,4560,0.82,final
3143,4560,0.81,final
3144,4560,0.77,final
3145,4580,0.81,final
3146,4580,0.83,final
3147,4580,0.81,final
3148,4580,0.82,final
3149,4580,0.83,final
3150,4600,0.81,final
3151,4600,0.76,final
3152,4600,0.84,final
3153,4600,0.78,final
3154,4600,0.81,final
3155,4620,0.81,final
3156,4620,0.81,final
3157,4620,0.81,final
3158,4620,0.79,final
3159,4620,0.84,final
3160,4640,0.83,final
3161,4640,0.79,final
3162,4640,0.81,final
3163,4640,0.82,final
3164,4640,0.79,final
3165,4660,0.83,final
3166,4660,0.82,final
3167,4660,0.78,final
3168,4660,0.8,final
3169,4660,0.79,final
3170,4680,0.82,final
3171,4680,0.84,final
3172,4680,0.74,final
3173,4680,0.74,final
3174,4680,0.78,final
3175,4700,0.81,final
3176,4700,0.75,final
3177,4700,0.8,final
3178,4700,0.82,final
3179,4700,0.74,final
3180,4720,0.84,final
3181,4720,0.76,final
3182,4720,0.83,final
3183,4720,0.8,final
3184,4720,0.83,final
3185,4740,0.77,final
3186,4740,0.83,final
3187,4740,0.83,final
3188,4740,0.82,final
3189,4740,0.8,final
3190,4760,0.8,final
3191,4760,0.84,final
3192,4760,0.8,final
3193,4760,0.76,final
3194,4760,0.76,final
3195,4780,0.83,final
3196,4780,0.84,final
3197,4780,0.84,final
3198,4780,0.82,final
3199,4780,0.82,final
3200,4800,0.84,final
3201,4800,0.79,final
3202,4800,0.71,final
3203,4800,0.81,final
3204,4800,0.83,final
3205,4820,0.79,final
3206,4820,0.81,final
3207,4820,0.83,final
3208,4820,0.77,final
3209,4820,0.77,final
3210,4840,0.8,final
3211,4840,0.81,final
3212,4840,0.77,final
3213,4840,0.68,final
3214,4840,0.82,final
3215,4860,0.83,final
3216,4860,0.84,final
3217,4860,0.84,final
3218,4860,0.81,final
3219,4860,0.84,final
3220,4880,0.8,final
3221,4880,0.83,final
3222,4880,0.8,final
3223,4880,0.79,final
3224,4880,0.82,final
3225,4900,0.82,final
3226,4900,0.8,final
3227,4900,0.77,final
3228,4900,0.8,final
3229,4900,0.83,final
3230,4920,0.8,final
3231,4920,0.84,final
3232,4920,0.81,final
3233,4920,0.8,final
3234,4920,0.76,final
3235,4940,0.82,final
3236,4940,0.83,final
3237,4940,0.84,final
3238,4940,0.78,final
3239,4940,0.79,final
3240,4960,0.83,final
3241,4960,0.81,final
3242,4960,0.76,final
3243,4960,0.75,final
3244,4960,0.84,final
3245,4980,0.81,final
3246,4980,0.78,final
3247,4980,0.82,final
3248,4980,0.79,final
3249,4980,0.8,final
3250,0,0.28,together
3251,0,0.21,together
3252,0,0.15,together
3253,0,0.07,together
3254,0,0.17,together
3255,20.07630522,0.3,together
3256,20.07630522,0.14,together
3257,20.07630522,0.12,together
3258,20.07630522,0.04,together
3259,20.07630522,0.07,together
3260,40.15261044,0.06,together
3261,40.15261044,0.3,together
3262,40.15261044,0.06,together
3263,40.15261044,0.22,together
3264,40.15261044,0.15,together
3265,60.22891566,0.01,together
3266,60.22891566,0.17,together
3267,60.22891566,0.3,together
3268,60.22891566,0.16,together
3269,60.22891566,0.25,together
3270,80.30522088,0.21,together
3271,80.30522088,0.16,together
3272,80.30522088,0.19,together
3273,80.30522088,0.21,together
3274,80.30522088,0.24,together
3275,100.3815261,0.22,together
3276,100.3815261,0.31,together
3277,100.3815261,0.3,together
3278,100.3815261,0.18,together
3279,100.3815261,0.32,together
3280,120.4578313,0.24,together
3281,120.4578313,0.33,together
3282,120.4578313,0.18,together
3283,120.4578313,0.24,together
3284,120.4578313,0.16,together
3285,140.5341365,0.22,together
3286,140.5341365,0.16,together
3287,140.5341365,0.29,together
3288,140.5341365,0.24,together
3289,140.5341365,0.13,together
3290,160.6104418,0.15,together
3291,160.6104418,0.24,together
3292,160.6104418,0.27,together
3293,160.6104418,0.31,together
3294,160.6104418,0.05,together
3295,180.686747,0.04,together
3296,180.686747,0.06,together
3297,180.686747,0.27,together
3298,180.686747,0.19,together
3299,180.686747,0.25,together
3300,200.7630522,0.33,together
3301,200.7630522,0.22,together
3302,200.7630522,0.31,together
3303,200.7630522,0.3,together
3304,200.7630522,0.16,together
3305,220.8393574,0.28,together
3306,220.8393574,0.36,together
3307,220.8393574,0.37,together
3308,220.8393574,0.3,together
3309,220.8393574,0.15,together
3310,240.9156627,0.29,together
3311,240.9156627,0.29,together
3312,240.9156627,0.04,together
3313,240.9156627,0.23,together
3314,240.9156627,0.19,together
3315,260.9919679,0.18,together
3316,260.9919679,0.27,together
3317,260.9919679,0.28,together
3318,260.9919679,0.32,together
3319,260.9919679,0.37,together
3320,281.0682731,0.34,together
3321,281.0682731,0.4,together
3322,281.0682731,0.34,together
3323,281.0682731,0.21,together
3324,281.0682731,0.2,together
3325,301.1445783,0.33,together
3326,301.1445783,0.34,together
3327,301.1445783,0.38,together
3328,301.1445783,0.39,together
3329,301.1445783,0.39,together
3330,321.2208835,0.19,together
3331,321.2208835,0.29,together
3332,321.2208835,0.34,together
3333,321.2208835,0.4,together
3334,321.2208835,0.3,together
3335,341.2971888,0.35,together
3336,341.2971888,0.28,together
3337,341.2971888,0.23,together
3338,341.2971888,0.41,together
3339,341.2971888,0.41,together
3340,361.373494,0.35,together
3341,361.373494,0.12,together
3342,361.373494,0.33,together
3343,361.373494,0.17,together
3344,361.373494,0.21,together
3345,381.4497992,0.18,together
3346,381.4497992,0.32,together
3347,381.4497992,0.28,together
3348,381.4497992,0.4,together
3349,381.4497992,0.42,together
3350,401.5261044,0.34,together
3351,401.5261044,0.4,together
3352,401.5261044,0.24,together
3353,401.5261044,0.23,together
3354,401.5261044,0.41,together
3355,421.6024096,0.36,together
3356,421.6024096,0.43,together
3357,421.6024096,0.28,together
3358,421.6024096,0.36,together
3359,421.6024096,0.24,together
3360,441.6787149,0.1,together
3361,441.6787149,0.34,together
3362,441.6787149,0.4,together
3363,441.6787149,0.24,together
3364,441.6787149,0.39,together
3365,461.7550201,0.23,together
3366,461.7550201,0.12,together
3367,461.7550201,0.36,together
3368,461.7550201,0.27,together
3369,461.7550201,0.39,together
3370,481.8313253,0.47,together
3371,481.8313253,0.38,together
3372,481.8313253,0.16,together
3373,481.8313253,0.17,together
3374,481.8313253,0.38,together
3375,501.9076305,0.26,together
3376,501.9076305,0.31,together
3377,501.9076305,0.42,together
3378,501.9076305,0.26,together
3379,501.9076305,0.43,together
3380,521.9839357,0.4,together
3381,521.9839357,0.43,together
3382,521.9839357,0.35,together
3383,521.9839357,0.29,together
3384,521.9839357,0.44,together
3385,542.060241,0.47,together
3386,542.060241,0.29,together
3387,542.060241,0.21,together
3388,542.060241,0.44,together
3389,542.060241,0.29,together
3390,562.1365462,0.43,together
3391,562.1365462,0.39,together
3392,562.1365462,0.39,together
3393,562.1365462,0.16,together
3394,562.1365462,0.45,together
3395,582.2128514,0.47,together
3396,582.2128514,0.45,together
3397,582.2128514,0.46,together
3398,582.2128514,0.45,together
3399,582.2128514,0.38,together
3400,602.2891566,0.5,together
3401,602.2891566,0.32,together
3402,602.2891566,0.36,together
3403,602.2891566,0.24,together
3404,602.2891566,0.48,together
3405,622.3654618,0.5,together
3406,622.3654618,0.46,together
3407,622.3654618,0.31,together
3408,622.3654618,0.13,together
3409,622.3654618,0.27,together
3410,642.4417671,0.41,together
3411,642.4417671,0.48,together
3412,642.4417671,0.37,together
3413,642.4417671,0.21,together
3414,642.4417671,0.47,together
3415,662.5180723,0.47,together
3416,662.5180723,0.23,together
3417,662.5180723,0.29,together
3418,662.5180723,0.45,together
3419,662.5180723,0.51,together
3420,682.5943775,0.43,together
3421,682.5943775,0.47,together
3422,682.5943775,0.36,together
3423,682.5943775,0.36,together
3424,682.5943775,0.48,together
3425,702.6706827,0.4,together
3426,702.6706827,0.37,together
3427,702.6706827,0.38,together
3428,702.6706827,0.52,together
3429,702.6706827,0.45,together
3430,722.746988,0.18,together
3431,722.746988,0.28,together
3432,722.746988,0.45,together
3433,722.746988,0.36,together
3434,722.746988,0.28,together
3435,742.8232932,0.36,together
3436,742.8232932,0.26,together
3437,742.8232932,0.44,together
3438,742.8232932,0.51,together
3439,742.8232932,0.49,together
3440,762.8995984,0.35,together
3441,762.8995984,0.52,together
3442,762.8995984,0.38,together
3443,762.8995984,0.53,together
3444,762.8995984,0.51,together
3445,782.9759036,0.44,together
3446,782.9759036,0.44,together
3447,782.9759036,0.43,together
3448,782.9759036,0.31,together
3449,782.9759036,0.45,together
3450,803.0522088,0.48,together
3451,803.0522088,0.23,together
3452,803.0522088,0.36,together
3453,803.0522088,0.34,together
3454,803.0522088,0.36,together
3455,823.1285141,0.28,together
3456,823.1285141,0.51,together
3457,823.1285141,0.55,together
3458,823.1285141,0.2,together
3459,823.1285141,0.46,together
3460,843.2048193,0.55,together
3461,843.2048193,0.52,together
3462,843.2048193,0.42,together
3463,843.2048193,0.46,together
3464,843.2048193,0.44,together
3465,863.2811245,0.27,together
3466,863.2811245,0.54,together
3467,863.2811245,0.35,together
3468,863.2811245,0.51,together
3469,863.2811245,0.34,together
3470,883.3574297,0.51,together
3471,883.3574297,0.31,together
3472,883.3574297,0.2,together
3473,883.3574297,0.35,together
3474,883.3574297,0.24,together
3475,903.4337349,0.51,together
3476,903.4337349,0.5,together
3477,903.4337349,0.37,together
3478,903.4337349,0.45,together
3479,903.4337349,0.42,together
3480,923.5100402,0.38,together
3481,923.5100402,0.49,together
3482,923.5100402,0.58,together
3483,923.5100402,0.55,together
3484,923.5100402,0.36,together
3485,943.5863454,0.36,together
3486,943.5863454,0.51,together
3487,943.5863454,0.36,together
3488,943.5863454,0.58,together
3489,943.5863454,0.58,together
3490,963.6626506,0.4,together
3491,963.6626506,0.59,together
3492,963.6626506,0.33,together
3493,963.6626506,0.42,together
3494,963.6626506,0.53,together
3495,983.7389558,0.48,together
3496,983.7389558,0.45,together
3497,983.7389558,0.42,together
3498,983.7389558,0.41,together
3499,983.7389558,0.55,together
3500,1003.815261,0.41,together
3501,1003.815261,0.56,together
3502,1003.815261,0.58,together
3503,1003.815261,0.52,together
3504,1003.815261,0.53,together
3505,1023.891566,0.36,together
3506,1023.891566,0.35,together
3507,1023.891566,0.55,together
3508,1023.891566,0.33,together
3509,1023.891566,0.47,together
3510,1043.967871,0.36,together
3511,1043.967871,0.59,together
3512,1043.967871,0.57,together
3513,1043.967871,0.57,together
3514,1043.967871,0.53,together
3515,1064.044177,0.47,together
3516,1064.044177,0.6,together
3517,1064.044177,0.54,together
3518,1064.044177,0.46,together
3519,1064.044177,0.46,together
3520,1084.120482,0.61,together
3521,1084.120482,0.36,together
3522,1084.120482,0.59,together
3523,1084.120482,0.37,together
3524,1084.120482,0.6,together
3525,1104.196787,0.6,together
3526,1104.196787,0.31,together
3527,1104.196787,0.43,together
3528,1104.196787,0.58,together
3529,1104.196787,0.33,together
3530,1124.273092,0.42,together
3531,1124.273092,0.54,together
3532,1124.273092,0.51,together
3533,1124.273092,0.45,together
3534,1124.273092,0.44,together
3535,1144.349398,0.37,together
3536,1144.349398,0.54,together
3537,1144.349398,0.56,together
3538,1144.349398,0.46,together
3539,1144.349398,0.46,together
3540,1164.425703,0.62,together
3541,1164.425703,0.59,together
3542,1164.425703,0.33,together
3543,1164.425703,0.43,together
3544,1164.425703,0.53,together
3545,1184.502008,0.43,together
3546,1184.502008,0.56,together
3547,1184.502008,0.54,together
3548,1184.502008,0.6,together
3549,1184.502008,0.62,together
3550,1204.578313,0.57,together
3551,1204.578313,0.63,together
3552,1204.578313,0.31,together
3553,1204.578313,0.48,together
3554,1204.578313,0.63,together
3555,1224.654618,0.5,together
3556,1224.654618,0.55,together
3557,1224.654618,0.58,together
3558,1224.654618,0.33,together
3559,1224.654618,0.58,together
3560,1244.730924,0.31,together
3561,1244.730924,0.47,together
3562,1244.730924,0.57,together
3563,1244.730924,0.46,together
3564,1244.730924,0.4,together
3565,1264.807229,0.47,together
3566,1264.807229,0.56,together
3567,1264.807229,0.53,together
3568,1264.807229,0.57,together
3569,1264.807229,0.58,together
3570,1284.883534,0.64,together
3571,1284.883534,0.58,together
3572,1284.883534,0.46,together
3573,1284.883534,0.61,together
3574,1284.883534,0.38,together
3575,1304.959839,0.53,together
3576,1304.959839,0.63,together
3577,1304.959839,0.48,together
3578,1304.959839,0.5,together
3579,1304.959839,0.5,together
3580,1325.036145,0.57,together
3581,1325.036145,0.47,together
3582,1325.036145,0.63,together
3583,1325.036145,0.53,together
3584,1325.036145,0.57,together
3585,1345.11245,0.61,together
3586,1345.11245,0.62,together
3587,1345.11245,0.59,together
3588,1345.11245,0.52,together
3589,1345.11245,0.58,together
3590,1365.188755,0.64,together
3591,1365.188755,0.62,together
3592,1365.188755,0.47,together
3593,1365.188755,0.56,together
3594,1365.188755,0.63,together
3595,1385.26506,0.54,together
3596,1385.26506,0.51,together
3597,1385.26506,0.49,together
3598,1385.26506,0.59,together
3599,1385.26506,0.65,together
3600,1405.341365,0.57,together
3601,1405.341365,0.5,together
3602,1405.341365,0.36,together
3603,1405.341365,0.42,together
3604,1405.341365,0.64,together
3605,1425.417671,0.57,together
3606,1425.417671,0.51,together
3607,1425.417671,0.62,together
3608,1425.417671,0.56,together
3609,1425.417671,0.32,together
3610,1445.493976,0.65,together
3611,1445.493976,0.4,together
3612,1445.493976,0.65,together
3613,1445.493976,0.65,together
3614,1445.493976,0.38,together
3615,1465.570281,0.4,together
3616,1465.570281,0.58,together
3617,1465.570281,0.57,together
3618,1465.570281,0.6,together
3619,1465.570281,0.5,together
3620,1485.646586,0.64,together
3621,1485.646586,0.65,together
3622,1485.646586,0.55,together
3623,1485.646586,0.53,together
3624,1485.646586,0.61,together
3625,1505.722892,0.43,together
3626,1505.722892,0.56,together
3627,1505.722892,0.47,together
3628,1505.722892,0.6,together
3629,1505.722892,0.64,together
3630,1525.799197,0.52,together
3631,1525.799197,0.61,together
3632,1525.799197,0.45,together
3633,1525.799197,0.58,together
3634,1525.799197,0.62,together
3635,1545.875502,0.54,together
3636,1545.875502,0.34,together
3637,1545.875502,0.61,together
3638,1545.875502,0.53,together
3639,1545.875502,0.42,together
3640,1565.951807,0.53,together
3641,1565.951807,0.51,together
3642,1565.951807,0.65,together
3643,1565.951807,0.64,together
3644,1565.951807,0.45,together
3645,1586.028112,0.63,together
3646,1586.028112,0.55,together
3647,1586.028112,0.65,together
3648,1586.028112,0.51,together
3649,1586.028112,0.47,together
3650,1606.104418,0.31,together
3651,1606.104418,0.43,together
3652,1606.104418,0.45,together
3653,1606.104418,0.46,together
3654,1606.104418,0.63,together
3655,1626.180723,0.53,together
3656,1626.180723,0.51,together
3657,1626.180723,0.6,together
3658,1626.180723,0.42,together
3659,1626.180723,0.64,together
3660,1646.257028,0.66,together
3661,1646.257028,0.39,together
3662,1646.257028,0.63,together
3663,1646.257028,0.39,together
3664,1646.257028,0.54,together
3665,1666.333333,0.67,together
3666,1666.333333,0.56,together
3667,1666.333333,0.37,together
3668,1666.333333,0.43,together
3669,1666.333333,0.4,together
3670,1686.409639,0.6,together
3671,1686.409639,0.54,together
3672,1686.409639,0.5,together
3673,1686.409639,0.52,together
3674,1686.409639,0.6,together
3675,1706.485944,0.62,together
3676,1706.485944,0.54,together
3677,1706.485944,0.62,together
3678,1706.485944,0.56,together
3679,1706.485944,0.64,together
3680,1726.562249,0.44,together
3681,1726.562249,0.56,together
3682,1726.562249,0.64,together
3683,1726.562249,0.66,together
3684,1726.562249,0.43,together
3685,1746.638554,0.47,together
3686,1746.638554,0.6,together
3687,1746.638554,0.65,together
3688,1746.638554,0.67,together
3689,1746.638554,0.49,together
3690,1766.714859,0.59,together
3691,1766.714859,0.49,together
3692,1766.714859,0.52,together
3693,1766.714859,0.59,together
3694,1766.714859,0.37,together
3695,1786.791165,0.68,together
3696,1786.791165,0.4,together
3697,1786.791165,0.45,together
3698,1786.791165,0.54,together
3699,1786.791165,0.56,together
3700,1806.86747,0.61,together
3701,1806.86747,0.64,together
3702,1806.86747,0.57,together
3703,1806.86747,0.61,together
3704,1806.86747,0.48,together
3705,1826.943775,0.56,together
3706,1826.943775,0.52,together
3707,1826.943775,0.43,together
3708,1826.943775,0.45,together
3709,1826.943775,0.67,together
3710,1847.02008,0.55,together
3711,1847.02008,0.61,together
3712,1847.02008,0.6,together
3713,1847.02008,0.66,together
3714,1847.02008,0.54,together
3715,1867.096386,0.65,together
3716,1867.096386,0.49,together
3717,1867.096386,0.67,together
3718,1867.096386,0.53,together
3719,1867.096386,0.45,together
3720,1887.172691,0.55,together
3721,1887.172691,0.64,together
3722,1887.172691,0.37,together
3723,1887.172691,0.58,together
3724,1887.172691,0.61,together
3725,1907.248996,0.61,together
3726,1907.248996,0.53,together
3727,1907.248996,0.42,together
3728,1907.248996,0.5,together
3729,1907.248996,0.43,together
3730,1927.325301,0.5,together
3731,1927.325301,0.52,together
3732,1927.325301,0.68,together
3733,1927.325301,0.55,together
3734,1927.325301,0.59,together
3735,1947.401606,0.49,together
3736,1947.401606,0.6,together
3737,1947.401606,0.52,together
3738,1947.401606,0.48,together
3739,1947.401606,0.6,together
3740,1967.477912,0.68,together
3741,1967.477912,0.44,together
3742,1967.477912,0.58,together
3743,1967.477912,0.68,together
3744,1967.477912,0.49,together
3745,1987.554217,0.52,together
3746,1987.554217,0.61,together
3747,1987.554217,0.55,together
3748,1987.554217,0.53,together
3749,1987.554217,0.5,together
3750,2007.630522,0.49,together
3751,2007.630522,0.68,together
3752,2007.630522,0.33,together
3753,2007.630522,0.58,together
3754,2007.630522,0.62,together
3755,2027.706827,0.42,together
3756,2027.706827,0.34,together
3757,2027.706827,0.65,together
3758,2027.706827,0.69,together
3759,2027.706827,0.65,together
3760,2047.783133,0.46,together
3761,2047.783133,0.45,together
3762,2047.783133,0.67,together
3763,2047.783133,0.67,together
3764,2047.783133,0.62,together
3765,2067.859438,0.49,together
3766,2067.859438,0.64,together
3767,2067.859438,0.61,together
3768,2067.859438,0.69,together
3769,2067.859438,0.54,together
3770,2087.935743,0.64,together
3771,2087.935743,0.62,together
3772,2087.935743,0.47,together
3773,2087.935743,0.65,together
3774,2087.935743,0.36,together
3775,2108.012048,0.6,together
3776,2108.012048,0.62,together
3777,2108.012048,0.47,together
3778,2108.012048,0.51,together
3779,2108.012048,0.39,together
3780,2128.088353,0.49,together
3781,2128.088353,0.67,together
3782,2128.088353,0.62,together
3783,2128.088353,0.53,together
3784,2128.088353,0.57,together
3785,2148.164659,0.45,together
3786,2148.164659,0.51,together
3787,2148.164659,0.7,together
3788,2148.164659,0.42,together
3789,2148.164659,0.45,together
3790,2168.240964,0.67,together
3791,2168.240964,0.49,together
3792,2168.240964,0.67,together
3793,2168.240964,0.54,together
3794,2168.240964,0.6,together
3795,2188.317269,0.6,together
3796,2188.317269,0.51,together
3797,2188.317269,0.46,together
3798,2188.317269,0.54,together
3799,2188.317269,0.64,together
3800,2208.393574,0.63,together
3801,2208.393574,0.54,together
3802,2208.393574,0.59,together
3803,2208.393574,0.36,together
3804,2208.393574,0.51,together
3805,2228.46988,0.67,together
3806,2228.46988,0.38,together
3807,2228.46988,0.6,together
3808,2228.46988,0.56,together
3809,2228.46988,0.57,together
3810,2248.546185,0.54,together
3811,2248.546185,0.57,together
3812,2248.546185,0.67,together
3813,2248.546185,0.65,together
3814,2248.546185,0.57,together
3815,2268.62249,0.42,together
3816,2268.62249,0.68,together
3817,2268.62249,0.67,together
3818,2268.62249,0.42,together
3819,2268.62249,0.7,together
3820,2288.698795,0.58,together
3821,2288.698795,0.51,together
3822,2288.698795,0.45,together
3823,2288.698795,0.65,together
3824,2288.698795,0.58,together
3825,2308.7751,0.66,together
3826,2308.7751,0.49,together
3827,2308.7751,0.68,together
3828,2308.7751,0.68,together
3829,2308.7751,0.49,together
3830,2328.851406,0.71,together
3831,2328.851406,0.57,together
3832,2328.851406,0.45,together
3833,2328.851406,0.63,together
3834,2328.851406,0.53,together
3835,2348.927711,0.46,together
3836,2348.927711,0.71,together
3837,2348.927711,0.42,together
3838,2348.927711,0.58,together
3839,2348.927711,0.55,together
3840,2369.004016,0.49,together
3841,2369.004016,0.6,together
3842,2369.004016,0.62,together
3843,2369.004016,0.67,together
3844,2369.004016,0.71,together
3845,2389.080321,0.71,together
3846,2389.080321,0.66,together
3847,2389.080321,0.5,together
3848,2389.080321,0.55,together
3849,2389.080321,0.69,together
3850,2409.156627,0.63,together
3851,2409.156627,0.59,together
3852,2409.156627,0.59,together
3853,2409.156627,0.71,together
